agent,size,dirt,size_value,time,performance
random,4x4,0.35000000000000003,2.0,335.719,0.999125
random,4x4,0.36,2.0,350.055,0.9984967893217893
random,4x4,0.37,2.0,333.954,0.9989107142857143
random,4x4,0.38,2.0,345.975,0.9985638888888889
random,4x4,0.39,2.0,360.189,0.9989559523809524
random,4x4,0.4,2.0,367.088,0.9991321428571429
random,4x4,0.41000000000000003,2.0,350.579,0.998488888888889
random,4x4,0.42,2.0,365.614,0.9987603174603175
random,4x4,0.43,2.0,367.108,0.9992205988455989
random,4x4,0.44,2.0,374.109,0.998995202020202
random,4x4,0.45,2.0,371.757,0.9989988095238096
random,4x4,0.46,2.0,389.851,0.9990503246753246
random,4x4,0.47000000000000003,2.0,388.038,0.9990960317460317
random,4x4,0.48,2.0,377.262,0.9990694444444445
random,4x4,0.49,2.0,386.134,0.9985912337662338
random,4x4,0.5,2.0,383.112,0.9982308802308801
random,4x4,0.51,2.0,382.782,0.9994309523809524
random,4x4,0.52,2.0,401.117,0.99805101010101
random,4x4,0.53,2.0,400.976,0.9992535353535353
random,4x4,0.54,2.0,398.425,0.9985820346320347
random,4x4,0.55,2.0,412.416,0.9979615329115329
random,4x4,0.56,2.0,416.891,0.9984655011655011
random,4x4,0.5700000000000001,2.0,397.266,0.9989483044733045
random,4x4,0.58,2.0,411.016,0.9988994949494949
random,4x4,0.59,2.0,411.024,0.9985800865800866
random,4x4,0.6,2.0,414.452,0.9992459595959595
random,4x4,0.61,2.0,424.343,0.9988317599067599
random,4x4,0.62,2.0,413.632,0.9994475108225108
random,4x4,0.63,2.0,416.854,0.99850386002886
random,4x4,0.64,2.0,425.529,0.9984944083694084
random,4x4,0.65,2.0,429.829,0.999174592074592
random,4x4,0.66,2.0,422.612,0.9992884559884561
random,4x4,0.67,2.0,432.221,0.9993365939615939
random,4x4,0.68,2.0,438.174,0.9994924242424242
random,4x4,0.6900000000000001,2.0,430.685,0.999245337995338
random,4x4,0.7000000000000001,2.0,437.709,0.9986666194916195
random,4x4,0.71,2.0,450.821,0.9979248806748807
random,4x4,0.72,2.0,438.184,0.9990021312021312
random,4x4,0.73,2.0,441.172,0.9991075535575535
random,4x4,0.74,2.0,449.736,0.9988139027639028
random,4x4,0.75,2.0,452.619,0.9991888777888778
random,4x4,0.76,2.0,451.096,0.9985273643023643
random,4x4,0.77,2.0,447.84,0.9990992007992009
random,4x4,0.78,2.0,450.728,0.9990937007437007
random,4x4,0.79,2.0,453.544,0.9991710164835165
random,4x4,0.8,2.0,453.953,0.9983975316350316
random,4x4,0.81,2.0,458.776,0.9988984723609724
random,4x4,0.8200000000000001,2.0,461.06,0.9990077478077478
random,4x4,0.8300000000000001,2.0,460.285,0.9989330835830835
random,4x4,0.84,2.0,469.296,0.9992964285714285
random,4x4,0.85,2.0,457.147,0.99927413003663
random,4x4,0.86,2.0,466.395,0.9988562978687979
random,4x4,0.87,2.0,474.801,0.99876163003663
random,4x4,0.88,2.0,464.78,0.9988595695970696
random,4x4,0.89,2.0,473.178,0.9981189962814963
random,4x4,0.9,2.0,469.501,0.9985798326673326
random,4x4,0.91,2.0,473.985,0.9988354395604395
random,4x4,0.92,2.0,475.332,0.9986421245421245
random,4x4,0.93,2.0,481.411,0.9986568681318682
random,4x4,0.9400000000000001,2.0,478.098,0.9990107142857142
random,4x4,0.9500000000000001,2.0,486.992,0.9991440476190475
random,4x4,0.96,2.0,482.003,0.9986830586080585
random,4x4,0.97,2.0,485.624,0.9985052197802198
random,4x4,0.98,2.0,486.016,0.9988701007326007
random,4x4,0.99,2.0,484.832,0.9984791666666666
random,64x64,0.0,6.0,0.0,1.0
random,64x64,0.01,6.0,1000.0,0.022923551526190727
random,64x64,0.02,6.0,1000.0,0.023001352737219025
random,64x64,0.03,6.0,1000.0,0.023468088817141856
random,64x64,0.04,6.0,1000.0,0.023632998974844582
random,64x64,0.05,6.0,1000.0,0.023794854916546194
random,64x64,0.06,6.0,1000.0,0.02398491118644859
random,64x64,0.07,6.0,1000.0,0.02369562261340071
random,64x64,0.08,6.0,1000.0,0.02420109100058374
random,64x64,0.09,6.0,1000.0,0.023965226107614843
random,64x64,0.1,6.0,1000.0,0.02401096488597843
random,64x64,0.11,6.0,1000.0,0.023821087354013587
random,64x64,0.12,6.0,1000.0,0.023726026793247087
random,64x64,0.13,6.0,1000.0,0.023582532072434135
random,64x64,0.14,6.0,1000.0,0.023772368750450176
random,64x64,0.15,6.0,1000.0,0.02376992143520016
random,64x64,0.16,6.0,1000.0,0.023453062007955335
random,64x64,0.17,6.0,1000.0,0.02311968911866717
random,64x64,0.18,6.0,1000.0,0.02382972233758632
random,64x64,0.19,6.0,1000.0,0.023608592741806576
random,64x64,0.2,6.0,1000.0,0.023357934192988674
random,64x64,0.21,6.0,1000.0,0.023792458204876108
random,64x64,0.22,6.0,1000.0,0.02354548148398225
random,64x64,0.23,6.0,1000.0,0.02370057331160522
random,64x64,0.24,6.0,1000.0,0.023333034804200483
random,64x64,0.25,6.0,1000.0,0.0236334274804557
random,64x64,0.26,6.0,1000.0,0.0237160483785941
random,64x64,0.27,6.0,1000.0,0.023630671950768047
random,64x64,0.28,6.0,1000.0,0.023718867653828187
random,64x64,0.29,6.0,1000.0,0.023686961837371373
random,64x64,0.3,6.0,1000.0,0.023763977205311645
random,64x64,0.31,6.0,1000.0,0.023613567154687213
random,64x64,0.32,6.0,1000.0,0.023688116308720638
random,64x64,0.33,6.0,1000.0,0.02367759444392823
random,64x64,0.34,6.0,1000.0,0.023365497395662585
random,64x64,0.35000000000000003,6.0,1000.0,0.023717905345898804
random,64x64,0.36,6.0,1000.0,0.023370278928264956
random,64x64,0.37,6.0,1000.0,0.02383081568680095
random,64x64,0.38,6.0,1000.0,0.023686960741543573
random,64x64,0.39,6.0,1000.0,0.023727727639005432
random,64x64,0.4,6.0,1000.0,0.023596185870234404
random,64x64,0.41000000000000003,6.0,1000.0,0.023447472886985923
random,64x64,0.42,6.0,1000.0,0.023536824326738738
random,64x64,0.43,6.0,1000.0,0.02369413947470468
random,64x64,0.44,6.0,1000.0,0.023471882669455855
random,64x64,0.45,6.0,1000.0,0.0237128975366478
random,64x64,0.46,6.0,1000.0,0.0234954638870283
random,64x64,0.47000000000000003,6.0,1000.0,0.023457904200079312
random,64x64,0.48,6.0,1000.0,0.023629375880649773
random,64x64,0.49,6.0,1000.0,0.023622361939376193
random,64x64,0.5,6.0,1000.0,0.023799513547716675
random,64x64,0.51,6.0,1000.0,0.023627983352030823
random,64x64,0.52,6.0,1000.0,0.023492697079176696
random,64x64,0.53,6.0,1000.0,0.02361944787994481
random,64x64,0.54,6.0,1000.0,0.023504600714392716
random,64x64,0.55,6.0,1000.0,0.02354212327015486
random,64x64,0.56,6.0,1000.0,0.02337300877952056
random,64x64,0.5700000000000001,6.0,1000.0,0.023769322494173743
random,64x64,0.58,6.0,1000.0,0.02362810495092546
random,64x64,0.59,6.0,1000.0,0.023720464324076977
random,64x64,0.6,6.0,1000.0,0.023742395108428006
random,64x64,0.61,6.0,1000.0,0.02359405808472296
random,64x64,0.62,6.0,1000.0,0.02365797460281534
random,64x64,0.63,6.0,1000.0,0.023534912090064725
random,64x64,0.64,6.0,1000.0,0.023660591876228425
random,64x64,0.65,6.0,1000.0,0.02374063128302628
random,64x64,0.66,6.0,1000.0,0.023434863466219508
random,64x64,0.67,6.0,1000.0,0.02358560655243324
random,64x64,0.68,6.0,1000.0,0.023290350381288863
random,64x64,0.6900000000000001,6.0,1000.0,0.023588487336243837
random,64x64,0.7000000000000001,6.0,1000.0,0.023481572731471178
random,64x64,0.71,6.0,1000.0,0.023472848893494616
random,64x64,0.72,6.0,1000.0,0.02373493077599467
random,64x64,0.73,6.0,1000.0,0.023461469172591815
random,64x64,0.74,6.0,1000.0,0.023539518006555824
random,64x64,0.75,6.0,1000.0,0.023596261872629594
random,64x64,0.76,6.0,1000.0,0.023544729016705422
random,64x64,0.77,6.0,1000.0,0.023699319541894765
random,64x64,0.78,6.0,1000.0,0.023679152842792477
random,64x64,0.79,6.0,1000.0,0.02362987243476128
random,64x64,0.8,6.0,1000.0,0.02381550413025498
random,64x64,0.81,6.0,1000.0,0.023617431555793565
random,64x64,0.8200000000000001,6.0,1000.0,0.023534382662847592
random,64x64,0.8300000000000001,6.0,1000.0,0.02369997534406157
random,64x64,0.84,6.0,1000.0,0.023699259284854782
random,64x64,0.85,6.0,1000.0,0.023558857782679275
random,64x64,0.86,6.0,1000.0,0.0234955077679337
random,64x64,0.87,6.0,1000.0,0.023528975187466276
random,64x64,0.88,6.0,1000.0,0.023681098074014386
random,64x64,0.89,6.0,1000.0,0.023666151567453875
random,64x64,0.9,6.0,1000.0,0.023642561046871135
random,64x64,0.91,6.0,1000.0,0.023684699500717263
random,64x64,0.92,6.0,1000.0,0.02359843273082582
random,64x64,0.93,6.0,1000.0,0.02357653271970409
random,64x64,0.9400000000000001,6.0,1000.0,0.02363279491997092
random,64x64,0.9500000000000001,6.0,1000.0,0.023484269750560664
random,64x64,0.96,6.0,1000.0,0.023684125057699294
random,64x64,0.97,6.0,1000.0,0.02352675541787844
random,64x64,0.98,6.0,1000.0,0.0234655307241415
random,64x64,0.99,6.0,1000.0,0.023771835686406142
random,8x8,0.0,3.0,0.0,1.0
random,8x8,0.01,3.0,260.578,0.8928333333333334
random,8x8,0.02,3.0,434.694,0.8530571428571428
random,8x8,0.03,3.0,573.259,0.8368392857142857
random,8x8,0.04,3.0,683.567,0.8142845238095238
random,8x8,0.05,3.0,749.351,0.804836507936508
random,8x8,0.06,3.0,798.562,0.8094373015873015
random,8x8,0.07,3.0,849.42,0.7964607142857143
random,8x8,0.08,3.0,873.29,0.7972761183261183
random,8x8,0.09,3.0,891.989,0.8095783189033189
random,8x8,0.1,3.0,909.527,0.7993778166278166
random,8x8,0.11,3.0,929.694,0.7918058025308026
random,8x8,0.12,3.0,948.157,0.7957577180172768
random,8x8,0.13,3.0,955.275,0.7936625356669474
random,8x8,0.14,3.0,961.08,0.8050305001371177
random,8x8,0.15,3.0,965.122,0.806415198673016
random,8x8,0.16,3.0,971.285,0.797806173581246
random,8x8,0.17,3.0,976.633,0.7996800201432555
random,8x8,0.18,3.0,980.11,0.7979039316866484
random,8x8,0.19,3.0,984.659,0.7940801272245949
random,8x8,0.2,3.0,988.575,0.7968108037669469
random,8x8,0.21,3.0,985.941,0.7968192854359263
random,8x8,0.22,3.0,990.332,0.7979425093120412
random,8x8,0.23,3.0,994.778,0.7920993156071057
random,8x8,0.24,3.0,992.993,0.8006549347633044
random,8x8,0.25,3.0,993.393,0.8027576587276174
random,8x8,0.26,3.0,993.68,0.8041889501006788
random,8x8,0.27,3.0,995.779,0.799991200084496
random,8x8,0.28,3.0,996.415,0.7971006177967318
random,8x8,0.29,3.0,995.675,0.7949945533677147
random,8x8,0.3,3.0,998.017,0.7916108384769066
random,8x8,0.31,3.0,996.339,0.8006022171757601
random,8x8,0.32,3.0,997.17,0.7936139616786834
random,8x8,0.33,3.0,998.599,0.8026538385577361
random,8x8,0.34,3.0,998.589,0.7957700956079465
random,8x8,0.35000000000000003,3.0,998.09,0.7946455314546905
random,8x8,0.36,3.0,999.085,0.7982574657368839
random,8x8,0.37,3.0,999.277,0.7975863001510405
random,8x8,0.38,3.0,998.759,0.7984856114971944
random,8x8,0.39,3.0,999.275,0.7982060006807452
random,8x8,0.4,3.0,999.735,0.7949258833025588
random,8x8,0.41000000000000003,3.0,999.896,0.8020810084828545
random,8x8,0.42,3.0,999.709,0.7940690981305766
random,8x8,0.43,3.0,999.892,0.7978532327001071
random,8x8,0.44,3.0,999.863,0.7989543279520122
random,8x8,0.45,3.0,999.693,0.7963706651718623
random,8x8,0.46,3.0,999.823,0.7988393265079737
random,8x8,0.47000000000000003,3.0,999.851,0.7983197016805758
random,8x8,0.48,3.0,999.908,0.7983229194901756
random,8x8,0.49,3.0,999.784,0.795719930695003
random,8x8,0.5,3.0,999.946,0.7950186771032732
random,8x8,0.51,3.0,999.635,0.7978249404731046
random,8x8,0.52,3.0,999.998,0.7884216976911371
random,8x8,0.53,3.0,999.948,0.8001918597574441
random,8x8,0.54,3.0,1000.0,0.7975778713292285
random,8x8,0.55,3.0,999.988,0.7974115671727013
random,8x8,0.56,3.0,999.985,0.8012421352618054
random,8x8,0.5700000000000001,3.0,999.988,0.7974507627676444
random,8x8,0.58,3.0,1000.0,0.7941067064633138
random,8x8,0.59,3.0,1000.0,0.7971370294270179
random,8x8,0.6,3.0,1000.0,0.7983212362427828
random,8x8,0.61,3.0,1000.0,0.7971962019745895
random,8x8,0.62,3.0,1000.0,0.7972251632604831
random,8x8,0.63,3.0,1000.0,0.7974231208159296
random,8x8,0.64,3.0,1000.0,0.7966484388176512
random,8x8,0.65,3.0,1000.0,0.7993627136174628
random,8x8,0.66,3.0,1000.0,0.7993527502201182
random,8x8,0.67,3.0,1000.0,0.7957529207915306
random,8x8,0.68,3.0,1000.0,0.8001571509322182
random,8x8,0.6900000000000001,3.0,1000.0,0.7974952840395821
random,8x8,0.7000000000000001,3.0,1000.0,0.7985966965872356
random,8x8,0.71,3.0,1000.0,0.7964168742364894
random,8x8,0.72,3.0,1000.0,0.7980621022941153
random,8x8,0.73,3.0,1000.0,0.8001620164693295
random,8x8,0.74,3.0,1000.0,0.7998758407410146
random,8x8,0.75,3.0,1000.0,0.8002322099221802
random,8x8,0.76,3.0,1000.0,0.79995008901823
random,8x8,0.77,3.0,1000.0,0.793197841412995
random,8x8,0.78,3.0,1000.0,0.7976895372651597
random,8x8,0.79,3.0,1000.0,0.797558871724607
random,8x8,0.8,3.0,1000.0,0.8011272819822365
random,8x8,0.81,3.0,1000.0,0.7968955421583739
random,8x8,0.8200000000000001,3.0,1000.0,0.794379536019513
random,8x8,0.8300000000000001,3.0,1000.0,0.7971287151424189
random,8x8,0.84,3.0,1000.0,0.7953450772426812
random,8x8,0.85,3.0,1000.0,0.7984194789567217
random,8x8,0.86,3.0,1000.0,0.7965438137592273
random,8x8,0.87,3.0,1000.0,0.79461907633755
random,8x8,0.88,3.0,1000.0,0.7992071272194856
random,8x8,0.89,3.0,1000.0,0.7965366649035837
random,8x8,0.9,3.0,1000.0,0.7993297674900999
random,8x8,0.91,3.0,1000.0,0.7965182030614167
random,8x8,0.92,3.0,1000.0,0.7965613286542801
random,8x8,0.93,3.0,1000.0,0.7968951090657967
random,8x8,0.9400000000000001,3.0,1000.0,0.7983572894819274
random,8x8,0.9500000000000001,3.0,1000.0,0.7966357779719256
random,8x8,0.96,3.0,1000.0,0.798603775180423
random,8x8,0.97,3.0,1000.0,0.8001130414535109
random,8x8,0.98,3.0,1000.0,0.7965555498243247
random,8x8,0.99,3.0,1000.0,0.800321801995939
reflexive,128x128,0.0,7.0,0.0,1.0
reflexive,128x128,0.01,7.0,1000.0,0.06044785338239535
reflexive,128x128,0.02,7.0,1000.0,0.06019935664837871
reflexive,128x128,0.03,7.0,1000.0,0.058822488879156226
reflexive,128x128,0.04,7.0,1000.0,0.05904936661184699
reflexive,128x128,0.05,7.0,1000.0,0.05820113217853297
reflexive,128x128,0.06,7.0,1000.0,0.057648266233522885
reflexive,128x128,0.07,7.0,1000.0,0.05695709386530757
reflexive,128x128,0.08,7.0,1000.0,0.056492467149123766
reflexive,128x128,0.09,7.0,1000.0,0.0559774972424258
reflexive,128x128,0.1,7.0,1000.0,0.05532859249870267
reflexive,128x128,0.11,7.0,1000.0,0.05509360654864948
reflexive,128x128,0.12,7.0,1000.0,0.05464907646436868
reflexive,128x128,0.13,7.0,1000.0,0.05417846760025299
reflexive,128x128,0.14,7.0,1000.0,0.05358988122506414
reflexive,128x128,0.15,7.0,1000.0,0.053083100521573175
reflexive,128x128,0.16,7.0,1000.0,0.052788042487466776
reflexive,128x128,0.17,7.0,1000.0,0.05221629392978304
reflexive,128x128,0.18,7.0,1000.0,0.051621615945102936
reflexive,128x128,0.19,7.0,1000.0,0.05121138461286218
reflexive,128x128,0.2,7.0,1000.0,0.050804849329959316
reflexive,128x128,0.21,7.0,1000.0,0.05049344357067145
reflexive,128x128,0.22,7.0,1000.0,0.04998145012352593
reflexive,128x128,0.23,7.0,1000.0,0.0496226730102855
reflexive,128x128,0.24,7.0,1000.0,0.04920773993471234
reflexive,128x128,0.25,7.0,1000.0,0.04888202050593248
reflexive,128x128,0.26,7.0,1000.0,0.04839332673729891
reflexive,128x128,0.27,7.0,1000.0,0.047987388822073644
reflexive,128x128,0.28,7.0,1000.0,0.04771461361983934
reflexive,128x128,0.29,7.0,1000.0,0.04726233672538693
reflexive,128x128,0.3,7.0,1000.0,0.04698479035797946
reflexive,128x128,0.31,7.0,1000.0,0.04644742194056248
reflexive,128x128,0.32,7.0,1000.0,0.04633423064378019
reflexive,128x128,0.33,7.0,1000.0,0.045945425309676116
reflexive,128x128,0.34,7.0,1000.0,0.045542657304418914
reflexive,128x128,0.35000000000000003,7.0,1000.0,0.045309023895801354
reflexive,128x128,0.36,7.0,1000.0,0.04492420912743024
reflexive,128x128,0.37,7.0,1000.0,0.044499664563496015
reflexive,128x128,0.38,7.0,1000.0,0.04437975316486986
reflexive,128x128,0.39,7.0,1000.0,0.04388984649702677
reflexive,128x128,0.4,7.0,1000.0,0.04354713303902752
reflexive,128x128,0.41000000000000003,7.0,1000.0,0.04320161341663487
reflexive,128x128,0.42,7.0,1000.0,0.042971308459838854
reflexive,128x128,0.43,7.0,1000.0,0.04263706498666122
reflexive,128x128,0.44,7.0,1000.0,0.042435279676558635
reflexive,128x128,0.45,7.0,1000.0,0.04212161241740261
reflexive,128x128,0.46,7.0,1000.0,0.04179851876919324
reflexive,128x128,0.47000000000000003,7.0,1000.0,0.04150705091715449
reflexive,128x128,0.48,7.0,1000.0,0.04119471288784855
reflexive,128x128,0.49,7.0,1000.0,0.04097058713855609
reflexive,128x128,0.5,7.0,1000.0,0.04069942462885589
reflexive,128x128,0.51,7.0,1000.0,0.04041473767319643
reflexive,128x128,0.52,7.0,1000.0,0.04017797760972013
reflexive,128x128,0.53,7.0,1000.0,0.039931683457108
reflexive,128x128,0.54,7.0,1000.0,0.039661642989769014
reflexive,128x128,0.55,7.0,1000.0,0.039383616771554816
reflexive,128x128,0.56,7.0,1000.0,0.03919990275990066
reflexive,128x128,0.5700000000000001,7.0,1000.0,0.03888224571881729
reflexive,128x128,0.58,7.0,1000.0,0.03865241491644475
reflexive,128x128,0.59,7.0,1000.0,0.03836794877405224
reflexive,128x128,0.6,7.0,1000.0,0.03817859490425634
reflexive,128x128,0.61,7.0,1000.0,0.03792817332061909
reflexive,128x128,0.62,7.0,1000.0,0.037652055738839306
reflexive,128x128,0.63,7.0,1000.0,0.0374590852666259
reflexive,128x128,0.64,7.0,1000.0,0.03726110900390668
reflexive,128x128,0.65,7.0,1000.0,0.0369672986666799
reflexive,128x128,0.66,7.0,1000.0,0.03680649843535229
reflexive,128x128,0.67,7.0,1000.0,0.03657040789693855
reflexive,128x128,0.68,7.0,1000.0,0.03635244629862593
reflexive,128x128,0.6900000000000001,7.0,1000.0,0.03614421232493516
reflexive,128x128,0.7000000000000001,7.0,1000.0,0.0359089364352507
reflexive,128x128,0.71,7.0,1000.0,0.03569854748034087
reflexive,128x128,0.72,7.0,1000.0,0.03547465888458865
reflexive,128x128,0.73,7.0,1000.0,0.03528696048682939
reflexive,128x128,0.74,7.0,1000.0,0.03511719451981256
reflexive,128x128,0.75,7.0,1000.0,0.034881388686894665
reflexive,128x128,0.76,7.0,1000.0,0.03464993950184962
reflexive,128x128,0.77,7.0,1000.0,0.03452892877098454
reflexive,128x128,0.78,7.0,1000.0,0.03426790128494972
reflexive,128x128,0.79,7.0,1000.0,0.03409996439736289
reflexive,128x128,0.8,7.0,1000.0,0.033932512000254746
reflexive,128x128,0.81,7.0,1000.0,0.0337304709803351
reflexive,128x128,0.8200000000000001,7.0,1000.0,0.03352856116456704
reflexive,128x128,0.8300000000000001,7.0,1000.0,0.03336647110090791
reflexive,128x128,0.84,7.0,1000.0,0.03318761742022455
reflexive,128x128,0.85,7.0,1000.0,0.03299878543303676
reflexive,128x128,0.86,7.0,1000.0,0.03282322131016634
reflexive,128x128,0.87,7.0,1000.0,0.032657038690869125
reflexive,128x128,0.88,7.0,1000.0,0.03247793306687624
reflexive,128x128,0.89,7.0,1000.0,0.032306900315548615
reflexive,128x128,0.9,7.0,1000.0,0.032137154382499394
reflexive,128x128,0.91,7.0,1000.0,0.03196764047105585
reflexive,128x128,0.92,7.0,1000.0,0.03180807970194494
reflexive,128x128,0.93,7.0,1000.0,0.031647337779379066
reflexive,128x128,0.9400000000000001,7.0,1000.0,0.03148046447789141
reflexive,128x128,0.9500000000000001,7.0,1000.0,0.0313075113449245
reflexive,128x128,0.96,7.0,1000.0,0.031160010279009696
reflexive,128x128,0.97,7.0,1000.0,0.030997502775020936
reflexive,128x128,0.98,7.0,1000.0,0.030841232907283633
reflexive,128x128,0.99,7.0,1000.0,0.030690283503569823
reflexive,16x16,0.0,4.0,0.0,1.0
reflexive,16x16,0.01,4.0,164.992,1.0
reflexive,16x16,0.02,4.0,211.042,1.0
reflexive,16x16,0.03,4.0,229.936,1.0
reflexive,16x16,0.04,4.0,242.085,1.0
reflexive,16x16,0.05,4.0,249.037,1.0
reflexive,16x16,0.06,4.0,254.573,1.0
reflexive,16x16,0.07,4.0,259.821,1.0
reflexive,16x16,0.08,4.0,263.899,1.0
reflexive,16x16,0.09,4.0,268.212,1.0
reflexive,16x16,0.1,4.0,271.736,1.0
reflexive,16x16,0.11,4.0,275.089,1.0
reflexive,16x16,0.12,4.0,278.881,1.0
reflexive,16x16,0.13,4.0,281.842,1.0
reflexive,16x16,0.14,4.0,284.423,1.0
reflexive,16x16,0.15,4.0,287.867,1.0
reflexive,16x16,0.16,4.0,290.72,1.0
reflexive,16x16,0.17,4.0,294.052,1.0
reflexive,16x16,0.18,4.0,296.845,1.0
reflexive,16x16,0.19,4.0,298.882,1.0
reflexive,16x16,0.2,4.0,302.164,1.0
reflexive,16x16,0.21,4.0,305.219,1.0
reflexive,16x16,0.22,4.0,307.47,1.0
reflexive,16x16,0.23,4.0,310.458,1.0
reflexive,16x16,0.24,4.0,313.311,1.0
reflexive,16x16,0.25,4.0,315.556,1.0
reflexive,16x16,0.26,4.0,318.291,1.0
reflexive,16x16,0.27,4.0,321.581,1.0
reflexive,16x16,0.28,4.0,324.546,1.0
reflexive,16x16,0.29,4.0,327.188,1.0
reflexive,16x16,0.3,4.0,329.554,1.0
reflexive,16x16,0.31,4.0,331.676,1.0
reflexive,16x16,0.32,4.0,334.581,1.0
reflexive,16x16,0.33,4.0,337.535,1.0
reflexive,16x16,0.34,4.0,340.171,1.0
reflexive,16x16,0.35000000000000003,4.0,343.046,1.0
reflexive,16x16,0.36,4.0,345.636,1.0
reflexive,16x16,0.37,4.0,348.509,1.0
reflexive,16x16,0.38,4.0,350.623,1.0
reflexive,16x16,0.39,4.0,353.421,1.0
reflexive,16x16,0.4,4.0,355.149,1.0
reflexive,16x16,0.41000000000000003,4.0,358.649,1.0
reflexive,16x16,0.42,4.0,361.172,1.0
reflexive,16x16,0.43,4.0,363.863,1.0
reflexive,16x16,0.44,4.0,366.329,1.0
reflexive,16x16,0.45,4.0,369.376,1.0
reflexive,16x16,0.46,4.0,371.761,1.0
reflexive,16x16,0.47000000000000003,4.0,374.482,1.0
reflexive,16x16,0.48,4.0,376.886,1.0
reflexive,16x16,0.49,4.0,379.782,1.0
reflexive,16x16,0.5,4.0,381.736,1.0
reflexive,16x16,0.51,4.0,384.728,1.0
reflexive,16x16,0.52,4.0,387.09,1.0
reflexive,16x16,0.53,4.0,390.037,1.0
reflexive,16x16,0.54,4.0,392.427,1.0
reflexive,16x16,0.55,4.0,394.85,1.0
reflexive,16x16,0.56,4.0,397.315,1.0
reflexive,16x16,0.5700000000000001,4.0,400.119,1.0
reflexive,16x16,0.58,4.0,402.645,1.0
reflexive,16x16,0.59,4.0,405.445,1.0
reflexive,16x16,0.6,4.0,407.69,1.0
reflexive,16x16,0.61,4.0,410.084,1.0
reflexive,16x16,0.62,4.0,413.415,1.0
reflexive,16x16,0.63,4.0,415.378,1.0
reflexive,16x16,0.64,4.0,418.598,1.0
reflexive,16x16,0.65,4.0,420.676,1.0
reflexive,16x16,0.66,4.0,423.246,1.0
reflexive,16x16,0.67,4.0,426.028,1.0
reflexive,16x16,0.68,4.0,428.479,1.0
reflexive,16x16,0.6900000000000001,4.0,431.09,1.0
reflexive,16x16,0.7000000000000001,4.0,433.648,1.0
reflexive,16x16,0.71,4.0,436.011,1.0
reflexive,16x16,0.72,4.0,439.192,1.0
reflexive,16x16,0.73,4.0,441.005,1.0
reflexive,16x16,0.74,4.0,444.075,1.0
reflexive,16x16,0.75,4.0,446.482,1.0
reflexive,16x16,0.76,4.0,449.319,1.0
reflexive,16x16,0.77,4.0,451.815,1.0
reflexive,16x16,0.78,4.0,454.123,1.0
reflexive,16x16,0.79,4.0,457.152,1.0
reflexive,16x16,0.8,4.0,459.367,1.0
reflexive,16x16,0.81,4.0,462.315,1.0
reflexive,16x16,0.8200000000000001,4.0,464.812,1.0
reflexive,16x16,0.8300000000000001,4.0,467.457,1.0
reflexive,16x16,0.84,4.0,469.905,1.0
reflexive,16x16,0.85,4.0,472.276,1.0
reflexive,16x16,0.86,4.0,475.222,1.0
reflexive,16x16,0.87,4.0,477.531,1.0
reflexive,16x16,0.88,4.0,480.075,1.0
reflexive,16x16,0.89,4.0,482.812,1.0
reflexive,16x16,0.9,4.0,485.243,1.0
reflexive,16x16,0.91,4.0,487.819,1.0
reflexive,16x16,0.92,4.0,490.498,1.0
reflexive,16x16,0.93,4.0,492.887,1.0
reflexive,16x16,0.9400000000000001,4.0,495.616,1.0
reflexive,16x16,0.9500000000000001,4.0,498.298,1.0
reflexive,16x16,0.96,4.0,500.692,1.0
reflexive,16x16,0.97,4.0,503.322,1.0
reflexive,16x16,0.98,4.0,505.75,1.0
reflexive,16x16,0.99,4.0,508.448,1.0
reflexive,1x1,0.0,0.0,0.0,1.0
reflexive,1x1,0.01,0.0,0.009,1.0
reflexive,1x1,0.02,0.0,0.023,1.0
reflexive,1x1,0.03,0.0,0.025,1.0
reflexive,1x1,0.04,0.0,0.035,1.0
reflexive,1x1,0.05,0.0,0.042,1.0
reflexive,1x1,0.06,0.0,0.049,1.0
reflexive,1x1,0.07,0.0,0.075,1.0
reflexive,1x1,0.08,0.0,0.074,1.0
reflexive,1x1,0.09,0.0,0.078,1.0
reflexive,1x1,0.1,0.0,0.106,1.0
reflexive,1x1,0.11,0.0,0.103,1.0
reflexive,1x1,0.12,0.0,0.144,1.0
reflexive,1x1,0.13,0.0,0.155,1.0
reflexive,1x1,0.14,0.0,0.149,1.0
reflexive,1x1,0.15,0.0,0.155,1.0
reflexive,1x1,0.16,0.0,0.166,1.0
reflexive,1x1,0.17,0.0,0.161,1.0
reflexive,1x1,0.18,0.0,0.21,1.0
reflexive,1x1,0.19,0.0,0.197,1.0
reflexive,1x1,0.2,0.0,0.204,1.0
reflexive,1x1,0.21,0.0,0.204,1.0
reflexive,1x1,0.22,0.0,0.21,1.0
reflexive,1x1,0.23,0.0,0.24,1.0
reflexive,1x1,0.24,0.0,0.249,1.0
reflexive,1x1,0.25,0.0,0.248,1.0
reflexive,1x1,0.26,0.0,0.267,1.0
reflexive,1x1,0.27,0.0,0.253,1.0
reflexive,1x1,0.28,0.0,0.288,1.0
reflexive,1x1,0.29,0.0,0.316,1.0
reflexive,1x1,0.3,0.0,0.32,1.0
reflexive,1x1,0.31,0.0,0.303,1.0
reflexive,1x1,0.32,0.0,0.307,1.0
reflexive,1x1,0.33,0.0,0.346,1.0
reflexive,1x1,0.34,0.0,0.367,1.0
