agent,size,dirt,size_value,time,performance
reflexive,1x1,0.35000000000000003,0.0,0.354,1.0
reflexive,1x1,0.36,0.0,0.346,1.0
reflexive,1x1,0.37,0.0,0.377,1.0
reflexive,1x1,0.38,0.0,0.373,1.0
reflexive,1x1,0.39,0.0,0.388,1.0
reflexive,1x1,0.4,0.0,0.42,1.0
reflexive,1x1,0.41000000000000003,0.0,0.43,1.0
reflexive,1x1,0.42,0.0,0.436,1.0
reflexive,1x1,0.43,0.0,0.463,1.0
reflexive,1x1,0.44,0.0,0.423,1.0
reflexive,1x1,0.45,0.0,0.457,1.0
reflexive,1x1,0.46,0.0,0.48,1.0
reflexive,1x1,0.47000000000000003,0.0,0.497,1.0
reflexive,1x1,0.48,0.0,0.448,1.0
reflexive,1x1,0.49,0.0,0.476,1.0
reflexive,1x1,0.5,0.0,0.515,1.0
reflexive,1x1,0.51,0.0,0.53,1.0
reflexive,1x1,0.52,0.0,0.525,1.0
reflexive,1x1,0.53,0.0,0.54,1.0
reflexive,1x1,0.54,0.0,0.548,1.0
reflexive,1x1,0.55,0.0,0.525,1.0
reflexive,1x1,0.56,0.0,0.581,1.0
reflexive,1x1,0.5700000000000001,0.0,0.609,1.0
reflexive,1x1,0.58,0.0,0.58,1.0
reflexive,1x1,0.59,0.0,0.594,1.0
reflexive,1x1,0.6,0.0,0.583,1.0
reflexive,1x1,0.61,0.0,0.614,1.0
reflexive,1x1,0.62,0.0,0.601,1.0
reflexive,1x1,0.63,0.0,0.639,1.0
reflexive,1x1,0.64,0.0,0.594,1.0
reflexive,1x1,0.65,0.0,0.675,1.0
reflexive,1x1,0.66,0.0,0.666,1.0
reflexive,1x1,0.67,0.0,0.66,1.0
reflexive,1x1,0.68,0.0,0.677,1.0
reflexive,1x1,0.6900000000000001,0.0,0.694,1.0
reflexive,1x1,0.7000000000000001,0.0,0.704,1.0
reflexive,1x1,0.71,0.0,0.699,1.0
reflexive,1x1,0.72,0.0,0.735,1.0
reflexive,1x1,0.73,0.0,0.723,1.0
reflexive,1x1,0.74,0.0,0.755,1.0
reflexive,1x1,0.75,0.0,0.754,1.0
reflexive,1x1,0.76,0.0,0.791,1.0
reflexive,1x1,0.77,0.0,0.767,1.0
reflexive,1x1,0.78,0.0,0.774,1.0
reflexive,1x1,0.79,0.0,0.797,1.0
reflexive,1x1,0.8,0.0,0.827,1.0
reflexive,1x1,0.81,0.0,0.8,1.0
reflexive,1x1,0.8200000000000001,0.0,0.822,1.0
reflexive,1x1,0.8300000000000001,0.0,0.813,1.0
reflexive,1x1,0.84,0.0,0.831,1.0
reflexive,1x1,0.85,0.0,0.844,1.0
reflexive,1x1,0.86,0.0,0.861,1.0
reflexive,1x1,0.87,0.0,0.856,1.0
reflexive,1x1,0.88,0.0,0.889,1.0
reflexive,1x1,0.89,0.0,0.894,1.0
reflexive,1x1,0.9,0.0,0.914,1.0
reflexive,1x1,0.91,0.0,0.921,1.0
reflexive,1x1,0.92,0.0,0.92,1.0
reflexive,1x1,0.93,0.0,0.942,1.0
reflexive,1x1,0.9400000000000001,0.0,0.927,1.0
reflexive,1x1,0.9500000000000001,0.0,0.948,1.0
reflexive,1x1,0.96,0.0,0.974,1.0
reflexive,1x1,0.97,0.0,0.972,1.0
reflexive,1x1,0.98,0.0,0.989,1.0
reflexive,1x1,0.99,0.0,0.987,1.0
reflexive,2x2,0.0,1.0,0.0,1.0
reflexive,2x2,0.01,1.0,0.093,1.0
reflexive,2x2,0.02,1.0,0.199,1.0
reflexive,2x2,0.03,1.0,0.275,1.0
reflexive,2x2,0.04,1.0,0.385,1.0
reflexive,2x2,0.05,1.0,0.495,1.0
reflexive,2x2,0.06,1.0,0.541,1.0
reflexive,2x2,0.07,1.0,0.701,1.0
reflexive,2x2,0.08,1.0,0.838,1.0
reflexive,2x2,0.09,1.0,0.894,1.0
reflexive,2x2,0.1,1.0,1.07,1.0
reflexive,2x2,0.11,1.0,1.058,1.0
reflexive,2x2,0.12,1.0,1.092,1.0
reflexive,2x2,0.13,1.0,1.153,1.0
reflexive,2x2,0.14,1.0,1.391,1.0
reflexive,2x2,0.15,1.0,1.413,1.0
reflexive,2x2,0.16,1.0,1.395,1.0
reflexive,2x2,0.17,1.0,1.619,1.0
reflexive,2x2,0.18,1.0,1.683,1.0
reflexive,2x2,0.19,1.0,1.828,1.0
reflexive,2x2,0.2,1.0,1.808,1.0
reflexive,2x2,0.21,1.0,1.851,1.0
reflexive,2x2,0.22,1.0,2.049,1.0
reflexive,2x2,0.23,1.0,2.028,1.0
reflexive,2x2,0.24,1.0,2.227,1.0
reflexive,2x2,0.25,1.0,2.315,1.0
reflexive,2x2,0.26,1.0,2.348,1.0
reflexive,2x2,0.27,1.0,2.484,1.0
reflexive,2x2,0.28,1.0,2.528,1.0
reflexive,2x2,0.29,1.0,2.674,1.0
reflexive,2x2,0.3,1.0,2.534,1.0
reflexive,2x2,0.31,1.0,2.674,1.0
reflexive,2x2,0.32,1.0,2.879,1.0
reflexive,2x2,0.33,1.0,2.839,1.0
reflexive,2x2,0.34,1.0,2.942,1.0
reflexive,2x2,0.35000000000000003,1.0,3.093,1.0
reflexive,2x2,0.36,1.0,3.131,1.0
reflexive,2x2,0.37,1.0,3.204,1.0
reflexive,2x2,0.38,1.0,3.298,1.0
reflexive,2x2,0.39,1.0,3.365,1.0
reflexive,2x2,0.4,1.0,3.49,1.0
reflexive,2x2,0.41000000000000003,1.0,3.468,1.0
reflexive,2x2,0.42,1.0,3.449,1.0
reflexive,2x2,0.43,1.0,3.535,1.0
reflexive,2x2,0.44,1.0,3.691,1.0
reflexive,2x2,0.45,1.0,3.842,1.0
reflexive,2x2,0.46,1.0,3.871,1.0
reflexive,2x2,0.47000000000000003,1.0,3.861,1.0
reflexive,2x2,0.48,1.0,3.882,1.0
reflexive,2x2,0.49,1.0,4.154,1.0
reflexive,2x2,0.5,1.0,4.127,1.0
reflexive,2x2,0.51,1.0,4.215,1.0
reflexive,2x2,0.52,1.0,4.213,1.0
reflexive,2x2,0.53,1.0,4.433,1.0
reflexive,2x2,0.54,1.0,4.42,1.0
reflexive,2x2,0.55,1.0,4.54,1.0
reflexive,2x2,0.56,1.0,4.537,1.0
reflexive,2x2,0.5700000000000001,1.0,4.617,1.0
reflexive,2x2,0.58,1.0,4.628,1.0
reflexive,2x2,0.59,1.0,4.652,1.0
reflexive,2x2,0.6,1.0,4.732,1.0
reflexive,2x2,0.61,1.0,4.832,1.0
reflexive,2x2,0.62,1.0,4.929,1.0
reflexive,2x2,0.63,1.0,4.96,1.0
reflexive,2x2,0.64,1.0,4.976,1.0
reflexive,2x2,0.65,1.0,5.136,1.0
reflexive,2x2,0.66,1.0,5.113,1.0
reflexive,2x2,0.67,1.0,5.189,1.0
reflexive,2x2,0.68,1.0,5.248,1.0
reflexive,2x2,0.6900000000000001,1.0,5.352,1.0
reflexive,2x2,0.7000000000000001,1.0,5.463,1.0
reflexive,2x2,0.71,1.0,5.52,1.0
reflexive,2x2,0.72,1.0,5.525,1.0
reflexive,2x2,0.73,1.0,5.652,1.0
reflexive,2x2,0.74,1.0,5.595,1.0
reflexive,2x2,0.75,1.0,5.685,1.0
reflexive,2x2,0.76,1.0,5.714,1.0
reflexive,2x2,0.77,1.0,5.772,1.0
reflexive,2x2,0.78,1.0,5.842,1.0
reflexive,2x2,0.79,1.0,5.893,1.0
reflexive,2x2,0.8,1.0,5.927,1.0
reflexive,2x2,0.81,1.0,6.036,1.0
reflexive,2x2,0.8200000000000001,1.0,6.099,1.0
reflexive,2x2,0.8300000000000001,1.0,6.11,1.0
reflexive,2x2,0.84,1.0,6.227,1.0
reflexive,2x2,0.85,1.0,6.233,1.0
reflexive,2x2,0.86,1.0,6.287,1.0
reflexive,2x2,0.87,1.0,6.318,1.0
reflexive,2x2,0.88,1.0,6.344,1.0
reflexive,2x2,0.89,1.0,6.484,1.0
reflexive,2x2,0.9,1.0,6.493,1.0
reflexive,2x2,0.91,1.0,6.551,1.0
reflexive,2x2,0.92,1.0,6.634,1.0
reflexive,2x2,0.93,1.0,6.634,1.0
reflexive,2x2,0.9400000000000001,1.0,6.713,1.0
reflexive,2x2,0.9500000000000001,1.0,6.749,1.0
reflexive,2x2,0.96,1.0,6.773,1.0
reflexive,2x2,0.97,1.0,6.81,1.0
reflexive,2x2,0.98,1.0,6.925,1.0
reflexive,2x2,0.99,1.0,6.946,1.0
reflexive,32x32,0.0,5.0,0.0,1.0
reflexive,32x32,0.01,5.0,933.367,0.9669589639548618
reflexive,32x32,0.02,5.0,978.13,0.9604523534880455
reflexive,32x32,0.03,5.0,994.086,0.9486611459793041
reflexive,32x32,0.04,5.0,997.981,0.9380913270934289
reflexive,32x32,0.05,5.0,999.676,0.930754836061836
reflexive,32x32,0.06,5.0,999.893,0.9212034929628636
reflexive,32x32,0.07,5.0,1000.0,0.9132544740229367
reflexive,32x32,0.08,5.0,1000.0,0.906255584155321
reflexive,32x32,0.09,5.0,1000.0,0.8962505648118837
reflexive,32x32,0.1,5.0,1000.0,0.8892853826244138
reflexive,32x32,0.11,5.0,1000.0,0.8797437098350651
reflexive,32x32,0.12,5.0,1000.0,0.8708613024871797
reflexive,32x32,0.13,5.0,1000.0,0.8641186236739963
reflexive,32x32,0.14,5.0,1000.0,0.8569220988460389
reflexive,32x32,0.15,5.0,1000.0,0.8500363249818326
reflexive,32x32,0.16,5.0,1000.0,0.8430148322491727
reflexive,32x32,0.17,5.0,1000.0,0.8357959962781225
reflexive,32x32,0.18,5.0,1000.0,0.828547005100039
reflexive,32x32,0.19,5.0,1000.0,0.8225596987752773
reflexive,32x32,0.2,5.0,1000.0,0.8154970788028401
reflexive,32x32,0.21,5.0,1000.0,0.8067655807431372
reflexive,32x32,0.22,5.0,1000.0,0.8022261751091725
reflexive,32x32,0.23,5.0,1000.0,0.7951374948106231
reflexive,32x32,0.24,5.0,1000.0,0.7877660286052329
reflexive,32x32,0.25,5.0,1000.0,0.7816459849327012
reflexive,32x32,0.26,5.0,1000.0,0.7752366721885136
reflexive,32x32,0.27,5.0,1000.0,0.7702658000708844
reflexive,32x32,0.28,5.0,1000.0,0.7634309966809468
reflexive,32x32,0.29,5.0,1000.0,0.7583013169389784
reflexive,32x32,0.3,5.0,1000.0,0.7515964483230927
reflexive,32x32,0.31,5.0,1000.0,0.7463644119374846
reflexive,32x32,0.32,5.0,1000.0,0.7402305793311809
reflexive,32x32,0.33,5.0,1000.0,0.7349002286949322
reflexive,32x32,0.34,5.0,1000.0,0.7296733996140796
reflexive,32x32,0.35000000000000003,5.0,1000.0,0.7242033558636061
reflexive,32x32,0.36,5.0,1000.0,0.7185361801008558
reflexive,32x32,0.37,5.0,1000.0,0.7132683037390809
reflexive,32x32,0.38,5.0,1000.0,0.7080011608095531
reflexive,32x32,0.39,5.0,1000.0,0.7031380233174735
reflexive,32x32,0.4,5.0,1000.0,0.698835615044352
reflexive,32x32,0.41000000000000003,5.0,1000.0,0.6932090721341636
reflexive,32x32,0.42,5.0,1000.0,0.6878353652035106
reflexive,32x32,0.43,5.0,1000.0,0.6828422594385992
reflexive,32x32,0.44,5.0,1000.0,0.6786476046210728
reflexive,32x32,0.45,5.0,1000.0,0.6737571803100499
reflexive,32x32,0.46,5.0,1000.0,0.66905864112505
reflexive,32x32,0.47000000000000003,5.0,1000.0,0.6647903321706138
reflexive,32x32,0.48,5.0,1000.0,0.6606587106748562
reflexive,32x32,0.49,5.0,1000.0,0.6554894576402123
reflexive,32x32,0.5,5.0,1000.0,0.6512068890653847
reflexive,32x32,0.51,5.0,1000.0,0.6478556855438226
reflexive,32x32,0.52,5.0,1000.0,0.6428579501494522
reflexive,32x32,0.53,5.0,1000.0,0.6386508985998025
reflexive,32x32,0.54,5.0,1000.0,0.6346021691480342
reflexive,32x32,0.55,5.0,1000.0,0.6306693140428056
reflexive,32x32,0.56,5.0,1000.0,0.6260832562135109
reflexive,32x32,0.5700000000000001,5.0,1000.0,0.6220742965646189
reflexive,32x32,0.58,5.0,1000.0,0.6185635800130491
reflexive,32x32,0.59,5.0,1000.0,0.613768795363453
reflexive,32x32,0.6,5.0,1000.0,0.6107314569492498
reflexive,32x32,0.61,5.0,1000.0,0.6069212882473811
reflexive,32x32,0.62,5.0,1000.0,0.6029005172446306
reflexive,32x32,0.63,5.0,1000.0,0.5992001116525209
reflexive,32x32,0.64,5.0,1000.0,0.5957001044077951
reflexive,32x32,0.65,5.0,1000.0,0.5917397173353939
reflexive,32x32,0.66,5.0,1000.0,0.5885757500338742
reflexive,32x32,0.67,5.0,1000.0,0.5851537824225519
reflexive,32x32,0.68,5.0,1000.0,0.5816206860003269
reflexive,32x32,0.6900000000000001,5.0,1000.0,0.5782056764126997
reflexive,32x32,0.7000000000000001,5.0,1000.0,0.5747358876041457
reflexive,32x32,0.71,5.0,1000.0,0.571325993564092
reflexive,32x32,0.72,5.0,1000.0,0.567956391983034
reflexive,32x32,0.73,5.0,1000.0,0.5646051042189332
reflexive,32x32,0.74,5.0,1000.0,0.5614159624953241
reflexive,32x32,0.75,5.0,1000.0,0.5586173014507526
reflexive,32x32,0.76,5.0,1000.0,0.5553789943119889
reflexive,32x32,0.77,5.0,1000.0,0.5520042580353817
reflexive,32x32,0.78,5.0,1000.0,0.5490503946959602
reflexive,32x32,0.79,5.0,1000.0,0.5458390137623763
reflexive,32x32,0.8,5.0,1000.0,0.5427308384474417
reflexive,32x32,0.81,5.0,1000.0,0.5399812304820585
reflexive,32x32,0.8200000000000001,5.0,1000.0,0.5371127288585883
reflexive,32x32,0.8300000000000001,5.0,1000.0,0.5340652317137249
reflexive,32x32,0.84,5.0,1000.0,0.5310438356899725
reflexive,32x32,0.85,5.0,1000.0,0.5281800263361397
reflexive,32x32,0.86,5.0,1000.0,0.5254824686124213
reflexive,32x32,0.87,5.0,1000.0,0.522734907100885
reflexive,32x32,0.88,5.0,1000.0,0.5197328052407719
reflexive,32x32,0.89,5.0,1000.0,0.5169312432943759
reflexive,32x32,0.9,5.0,1000.0,0.5142655994165964
reflexive,32x32,0.91,5.0,1000.0,0.5114912981436907
reflexive,32x32,0.92,5.0,1000.0,0.5090063297232994
reflexive,32x32,0.93,5.0,1000.0,0.5064790317245794
reflexive,32x32,0.9400000000000001,5.0,1000.0,0.5036676824877018
reflexive,32x32,0.9500000000000001,5.0,1000.0,0.501135415662728
reflexive,32x32,0.96,5.0,1000.0,0.4984909407634151
reflexive,32x32,0.97,5.0,1000.0,0.49600218687614994
reflexive,32x32,0.98,5.0,1000.0,0.4935691113457034
reflexive,32x32,0.99,5.0,1000.0,0.49101203287810585
reflexive,4x4,0.0,2.0,0.0,1.0
reflexive,4x4,0.01,2.0,1.336,1.0
reflexive,4x4,0.02,2.0,2.71,1.0
reflexive,4x4,0.03,2.0,3.679,1.0
reflexive,4x4,0.04,2.0,4.736,1.0
reflexive,4x4,0.05,2.0,5.753,1.0
reflexive,4x4,0.06,2.0,6.535,1.0
reflexive,4x4,0.07,2.0,7.161,1.0
reflexive,4x4,0.08,2.0,8.119,1.0
reflexive,4x4,0.09,2.0,8.956,1.0
reflexive,4x4,0.1,2.0,9.23,1.0
reflexive,4x4,0.11,2.0,10.069,1.0
reflexive,4x4,0.12,2.0,10.512,1.0
reflexive,4x4,0.13,2.0,11.487,1.0
reflexive,4x4,0.14,2.0,11.731,1.0
reflexive,4x4,0.15,2.0,12.239,1.0
reflexive,4x4,0.16,2.0,12.68,1.0
reflexive,4x4,0.17,2.0,12.901,1.0
reflexive,4x4,0.18,2.0,13.547,1.0
reflexive,4x4,0.19,2.0,14.208,1.0
reflexive,4x4,0.2,2.0,14.164,1.0
reflexive,4x4,0.21,2.0,14.682,1.0
reflexive,4x4,0.22,2.0,15.065,1.0
reflexive,4x4,0.23,2.0,15.468,1.0
reflexive,4x4,0.24,2.0,15.598,1.0
reflexive,4x4,0.25,2.0,16.099,1.0
reflexive,4x4,0.26,2.0,16.546,1.0
reflexive,4x4,0.27,2.0,16.617,1.0
reflexive,4x4,0.28,2.0,17.08,1.0
reflexive,4x4,0.29,2.0,17.308,1.0
reflexive,4x4,0.3,2.0,17.525,1.0
reflexive,4x4,0.31,2.0,17.72,1.0
reflexive,4x4,0.32,2.0,17.961,1.0
reflexive,4x4,0.33,2.0,18.252,1.0
reflexive,4x4,0.34,2.0,18.574,1.0
reflexive,4x4,0.35000000000000003,2.0,18.78,1.0
reflexive,4x4,0.36,2.0,18.919,1.0
reflexive,4x4,0.37,2.0,19.186,1.0
reflexive,4x4,0.38,2.0,19.387,1.0
reflexive,4x4,0.39,2.0,19.705,1.0
reflexive,4x4,0.4,2.0,20.011,1.0
reflexive,4x4,0.41000000000000003,2.0,20.199,1.0
reflexive,4x4,0.42,2.0,20.31,1.0
reflexive,4x4,0.43,2.0,20.525,1.0
reflexive,4x4,0.44,2.0,20.698,1.0
reflexive,4x4,0.45,2.0,21.131,1.0
reflexive,4x4,0.46,2.0,21.029,1.0
reflexive,4x4,0.47000000000000003,2.0,21.403,1.0
reflexive,4x4,0.48,2.0,21.738,1.0
reflexive,4x4,0.49,2.0,21.694,1.0
reflexive,4x4,0.5,2.0,22.016,1.0
reflexive,4x4,0.51,2.0,22.182,1.0
reflexive,4x4,0.52,2.0,22.487,1.0
reflexive,4x4,0.53,2.0,22.502,1.0
reflexive,4x4,0.54,2.0,22.948,1.0
reflexive,4x4,0.55,2.0,23.029,1.0
reflexive,4x4,0.56,2.0,23.164,1.0
reflexive,4x4,0.5700000000000001,2.0,23.39,1.0
reflexive,4x4,0.58,2.0,23.59,1.0
reflexive,4x4,0.59,2.0,23.669,1.0
reflexive,4x4,0.6,2.0,24.072,1.0
reflexive,4x4,0.61,2.0,24.185,1.0
reflexive,4x4,0.62,2.0,24.343,1.0
reflexive,4x4,0.63,2.0,24.455,1.0
reflexive,4x4,0.64,2.0,24.668,1.0
reflexive,4x4,0.65,2.0,24.833,1.0
reflexive,4x4,0.66,2.0,25.028,1.0
reflexive,4x4,0.67,2.0,25.164,1.0
reflexive,4x4,0.68,2.0,25.424,1.0
reflexive,4x4,0.6900000000000001,2.0,25.497,1.0
reflexive,4x4,0.7000000000000001,2.0,25.774,1.0
reflexive,4x4,0.71,2.0,25.936,1.0
reflexive,4x4,0.72,2.0,26.108,1.0
reflexive,4x4,0.73,2.0,26.417,1.0
reflexive,4x4,0.74,2.0,26.599,1.0
reflexive,4x4,0.75,2.0,26.648,1.0
reflexive,4x4,0.76,2.0,26.814,1.0
reflexive,4x4,0.77,2.0,27.037,1.0
reflexive,4x4,0.78,2.0,27.223,1.0
reflexive,4x4,0.79,2.0,27.403,1.0
reflexive,4x4,0.8,2.0,27.603,1.0
reflexive,4x4,0.81,2.0,27.789,1.0
reflexive,4x4,0.8200000000000001,2.0,27.979,1.0
reflexive,4x4,0.8300000000000001,2.0,28.029,1.0
reflexive,4x4,0.84,2.0,28.258,1.0
reflexive,4x4,0.85,2.0,28.474,1.0
reflexive,4x4,0.86,2.0,28.617,1.0
reflexive,4x4,0.87,2.0,28.794,1.0
reflexive,4x4,0.88,2.0,28.932,1.0
reflexive,4x4,0.89,2.0,29.056,1.0
reflexive,4x4,0.9,2.0,29.259,1.0
reflexive,4x4,0.91,2.0,29.414,1.0
reflexive,4x4,0.92,2.0,29.63,1.0
reflexive,4x4,0.93,2.0,29.739,1.0
reflexive,4x4,0.9400000000000001,2.0,29.926,1.0
reflexive,4x4,0.9500000000000001,2.0,30.136,1.0
reflexive,4x4,0.96,2.0,30.312,1.0
reflexive,4x4,0.97,2.0,30.483,1.0
reflexive,4x4,0.98,2.0,30.66,1.0
reflexive,4x4,0.99,2.0,30.807,1.0
reflexive,64x64,0.0,6.0,0.0,1.0
reflexive,64x64,0.01,6.0,1000.0,0.24096282924437942
reflexive,64x64,0.02,6.0,1000.0,0.23761353714976502
reflexive,64x64,0.03,6.0,1000.0,0.23534988380809618
reflexive,64x64,0.04,6.0,1000.0,0.2343447412223548
reflexive,64x64,0.05,6.0,1000.0,0.23242993995998681
reflexive,64x64,0.06,6.0,1000.0,0.22987065288953798
reflexive,64x64,0.07,6.0,1000.0,0.22807829343291147
reflexive,64x64,0.08,6.0,1000.0,0.22662632175108485
reflexive,64x64,0.09,6.0,1000.0,0.22491899298795243
reflexive,64x64,0.1,6.0,1000.0,0.2221083124075353
reflexive,64x64,0.11,6.0,1000.0,0.21975421888909075
reflexive,64x64,0.12,6.0,1000.0,0.21772363895783198
reflexive,64x64,0.13,6.0,1000.0,0.2164477886752361
reflexive,64x64,0.14,6.0,1000.0,0.21470174332809572
reflexive,64x64,0.15,6.0,1000.0,0.2122275973174235
reflexive,64x64,0.16,6.0,1000.0,0.21014669860432938
reflexive,64x64,0.17,6.0,1000.0,0.2089024078623247
reflexive,64x64,0.18,6.0,1000.0,0.20658634135245565
reflexive,64x64,0.19,6.0,1000.0,0.20443850415611578
reflexive,64x64,0.2,6.0,1000.0,0.20353159534792428
reflexive,64x64,0.21,6.0,1000.0,0.20187013299135137
reflexive,64x64,0.22,6.0,1000.0,0.2004479642444176
reflexive,64x64,0.23,6.0,1000.0,0.199042394747999
reflexive,64x64,0.24,6.0,1000.0,0.19654321601319508
reflexive,64x64,0.25,6.0,1000.0,0.1953995684539306
reflexive,64x64,0.26,6.0,1000.0,0.19379655750826558
reflexive,64x64,0.27,6.0,1000.0,0.1921234088139221
reflexive,64x64,0.28,6.0,1000.0,0.1908560790862455
reflexive,64x64,0.29,6.0,1000.0,0.18951371403490666
reflexive,64x64,0.3,6.0,1000.0,0.18764581012086168
reflexive,64x64,0.31,6.0,1000.0,0.18639883449055786
reflexive,64x64,0.32,6.0,1000.0,0.18494490873937103
reflexive,64x64,0.33,6.0,1000.0,0.18370748752621088
reflexive,64x64,0.34,6.0,1000.0,0.18232944648941965
reflexive,64x64,0.35000000000000003,6.0,1000.0,0.18085820164392133
reflexive,64x64,0.36,6.0,1000.0,0.17980340298789607
reflexive,64x64,0.37,6.0,1000.0,0.17814568011255053
reflexive,64x64,0.38,6.0,1000.0,0.17715614485735293
reflexive,64x64,0.39,6.0,1000.0,0.17564683225295563
reflexive,64x64,0.4,6.0,1000.0,0.17448678231345036
reflexive,64x64,0.41000000000000003,6.0,1000.0,0.1731575285707405
reflexive,64x64,0.42,6.0,1000.0,0.17230223068295364
reflexive,64x64,0.43,6.0,1000.0,0.17060557070885798
reflexive,64x64,0.44,6.0,1000.0,0.16964053168937424
reflexive,64x64,0.45,6.0,1000.0,0.16850071097334568
reflexive,64x64,0.46,6.0,1000.0,0.16738588712766267
reflexive,64x64,0.47000000000000003,6.0,1000.0,0.16637579951417453
reflexive,64x64,0.48,6.0,1000.0,0.16516900749781824
reflexive,64x64,0.49,6.0,1000.0,0.16403169197619222
reflexive,64x64,0.5,6.0,1000.0,0.1629116732574629
reflexive,64x64,0.51,6.0,1000.0,0.16186391527246113
reflexive,64x64,0.52,6.0,1000.0,0.16071465093747905
reflexive,64x64,0.53,6.0,1000.0,0.15972460063961838
reflexive,64x64,0.54,6.0,1000.0,0.15841893219423817
reflexive,64x64,0.55,6.0,1000.0,0.15741690362503657
reflexive,64x64,0.56,6.0,1000.0,0.15652040410870585
reflexive,64x64,0.5700000000000001,6.0,1000.0,0.155581402156046
reflexive,64x64,0.58,6.0,1000.0,0.1544251588130484
reflexive,64x64,0.59,6.0,1000.0,0.15340284061364434
reflexive,64x64,0.6,6.0,1000.0,0.15275900094187952
reflexive,64x64,0.61,6.0,1000.0,0.15158680310087444
reflexive,64x64,0.62,6.0,1000.0,0.15074576320619187
reflexive,64x64,0.63,6.0,1000.0,0.14967830412479438
reflexive,64x64,0.64,6.0,1000.0,0.14907133694962282
reflexive,64x64,0.65,6.0,1000.0,0.1480617318805666
reflexive,64x64,0.66,6.0,1000.0,0.14720101182933143
reflexive,64x64,0.67,6.0,1000.0,0.14623838953989726
reflexive,64x64,0.68,6.0,1000.0,0.14520229448729513
reflexive,64x64,0.6900000000000001,6.0,1000.0,0.14453010273896974
reflexive,64x64,0.7000000000000001,6.0,1000.0,0.1436179805326943
reflexive,64x64,0.71,6.0,1000.0,0.14293028103772043
reflexive,64x64,0.72,6.0,1000.0,0.14199407426005212
reflexive,64x64,0.73,6.0,1000.0,0.14122614632818858
reflexive,64x64,0.74,6.0,1000.0,0.14029052021671928
reflexive,64x64,0.75,6.0,1000.0,0.139489418241383
reflexive,64x64,0.76,6.0,1000.0,0.13866664678224253
reflexive,64x64,0.77,6.0,1000.0,0.1380264026255697
reflexive,64x64,0.78,6.0,1000.0,0.1371111909572891
reflexive,64x64,0.79,6.0,1000.0,0.13650781239457524
reflexive,64x64,0.8,6.0,1000.0,0.13570456431618044
reflexive,64x64,0.81,6.0,1000.0,0.13491912535374465
reflexive,64x64,0.8200000000000001,6.0,1000.0,0.1342300833097437
reflexive,64x64,0.8300000000000001,6.0,1000.0,0.13349578527121517
reflexive,64x64,0.84,6.0,1000.0,0.1327576130673707
reflexive,64x64,0.85,6.0,1000.0,0.13206479695524476
reflexive,64x64,0.86,6.0,1000.0,0.13129909074546578
reflexive,64x64,0.87,6.0,1000.0,0.13057107399367898
reflexive,64x64,0.88,6.0,1000.0,0.1300108403287788
reflexive,64x64,0.89,6.0,1000.0,0.12922802873297967
reflexive,64x64,0.9,6.0,1000.0,0.12856980117454533
reflexive,64x64,0.91,6.0,1000.0,0.12788972012497674
reflexive,64x64,0.92,6.0,1000.0,0.12721853218372978
reflexive,64x64,0.93,6.0,1000.0,0.12653843998300088
reflexive,64x64,0.9400000000000001,6.0,1000.0,0.125892373951235
reflexive,64x64,0.9500000000000001,6.0,1000.0,0.12527468445432133
reflexive,64x64,0.96,6.0,1000.0,0.12460750640278831
reflexive,64x64,0.97,6.0,1000.0,0.12400137078645902
reflexive,64x64,0.98,6.0,1000.0,0.12337199291396946
reflexive,64x64,0.99,6.0,1000.0,0.1227483626441996
reflexive,8x8,0.0,3.0,0.0,1.0
reflexive,8x8,0.01,3.0,17.537,1.0
reflexive,8x8,0.02,3.0,29.579,1.0
reflexive,8x8,0.03,3.0,37.195,1.0
reflexive,8x8,0.04,3.0,43.7,1.0
reflexive,8x8,0.05,3.0,48.035,1.0
reflexive,8x8,0.06,3.0,51.507,1.0
reflexive,8x8,0.07,3.0,54.685,1.0
reflexive,8x8,0.08,3.0,56.54,1.0
reflexive,8x8,0.09,3.0,58.878,1.0
reflexive,8x8,0.1,3.0,60.342,1.0
reflexive,8x8,0.11,3.0,61.893,1.0
reflexive,8x8,0.12,3.0,62.853,1.0
reflexive,8x8,0.13,3.0,64.386,1.0
reflexive,8x8,0.14,3.0,66.133,1.0
reflexive,8x8,0.15,3.0,66.675,1.0
reflexive,8x8,0.16,3.0,68.271,1.0
reflexive,8x8,0.17,3.0,68.948,1.0
reflexive,8x8,0.18,3.0,70.439,1.0
reflexive,8x8,0.19,3.0,70.636,1.0
reflexive,8x8,0.2,3.0,71.828,1.0
reflexive,8x8,0.21,3.0,72.918,1.0
reflexive,8x8,0.22,3.0,73.629,1.0
reflexive,8x8,0.23,3.0,74.503,1.0
reflexive,8x8,0.24,3.0,75.415,1.0
reflexive,8x8,0.25,3.0,75.955,1.0
reflexive,8x8,0.26,3.0,76.513,1.0
reflexive,8x8,0.27,3.0,77.65,1.0
reflexive,8x8,0.28,3.0,78.185,1.0
reflexive,8x8,0.29,3.0,79.276,1.0
reflexive,8x8,0.3,3.0,79.87,1.0
reflexive,8x8,0.31,3.0,80.327,1.0
reflexive,8x8,0.32,3.0,81.511,1.0
reflexive,8x8,0.33,3.0,82.403,1.0
reflexive,8x8,0.34,3.0,82.655,1.0
reflexive,8x8,0.35000000000000003,3.0,83.657,1.0
reflexive,8x8,0.36,3.0,84.019,1.0
